"","vwti","swti","cwti","ei","class"
"10",0.571144235553729,0.715260414522895,0.27791069851595,0.62624457841185,"0"
"23",0.675014603119659,0.73737478811736,0.237803864130786,0.447197141220437,"0"
"27",0.554165675096813,0.425225353324827,0.480796950050617,0.631676805150168,"0"
"42",0.495779157562253,0.716237039143564,0.240882245245224,0.294814370277422,"0"
"47",0.594885662981633,0.657978574128054,0.34913528765589,0.545606808696364,"0"
"55",0.717859074486727,0.632613275359499,0.272596549421673,0.638731007392455,"0"
"60",0.470826644743959,0.764273499796069,0.326900122773386,0.2817643689135,"0"
"61",0.62966055859637,0.519256567894121,0.455285932754647,0.653052183638397,"0"
"70",0.510034398459641,0.710940815051245,0.312460421737351,0.533615210453095,"0"
"73",0.708846245375679,0.734076715547789,0.234570400844336,0.455871682260836,"0"
"76",0.60450425113039,0.588618020033901,0.35150520171452,0.689243023541286,"0"
"81",0.625995716418233,0.713217360718736,0.249608202123764,0.610584031206525,"0"
"96",0.476805053761115,0.405807361729037,0.552375126542745,0.518519326768324,"0"
"102",0.701992514549034,0.454865349283622,0.404899735067956,0.754570501104777,"0"
"110",0.630885057222595,0.752381130564609,0.25020526848601,0.441479582094438,"0"
"117",0.673314150963806,0.675726200855389,0.289472074439443,0.674004746446984,"0"
"119",0.630045648270342,0.525110029298739,0.395819673896655,0.768182438146158,"0"
"124",0.439473855007248,0.552381878935966,0.521348353328882,0.7149927712158,"0"
"127",0.403323021006858,0.8,0.422661813169061,0.342153359338771,"0"
"142",0.579629188931917,0.501416666978488,0.444941951881448,0.612276385062331,"0"
"146",0.5271791099669,0.435956998581836,0.416484373317251,0.612629913527374,"0"
"149",0.661666270038725,0.53128903224358,0.354428500656945,0.700953653945825,"0"
"161",0.722999372606711,0.596700430687716,0.299658388437763,0.713440628495049,"0"
"162",0.658299980529174,0.702672059929578,0.251867232429405,0.600845631359284,"0"
"163",0.512206477294853,0.685901057822913,0.343576625670407,0.459685206906899,"0"
"178",0.662985959370876,0.636887972549739,0.292284231158593,0.653405166534821,"0"
"180",0.608221015511758,0.729198082672584,0.258155814504491,0.512381679805778,"0"
"185",0.428725958938191,0.777420887792941,0.416616193163461,0.399154368640716,"0"
"196",0.424290937412111,0.686271501644546,0.293612768432162,0.566065631904853,"0"
"215",0.68626441381996,0.525946334290001,0.358149180433799,0.707444283804796,"0"
"250",0.548553750297471,0.699048445819785,0.293413746311414,0.552802858779563,"0"
"263",0.583077688596586,0.680000898045628,0.311330906584531,0.531782099893614,"0"
"265",0.612136815005517,0.657747327378792,0.316136644624895,0.616790965383671,"0"
"270",0.718196568807737,0.563344770942237,0.332082452021453,0.754990588941324,"0"
"282",0.680717391774658,0.443298521592385,0.39347276369354,0.693687225510789,"0"
"291",0.615805984033923,0.588106134025826,0.352501604669697,0.644163234130773,"0"
"295",0.613166605369621,0.535238187893597,0.438076981067052,0.673228947870919,"0"
"299",0.554157021396275,0.527944036789936,0.477630689038706,0.635274284623148,"0"
"304",0.421725115202388,0.771662170202098,0.402421005018631,0.487618320194222,"0"
"322",0.666317634078273,0.724552941660711,0.235743855945894,0.483668403393437,"0"
"337",0.676304004499924,0.597259464091271,0.35487126025804,0.684727897651327,"0"
"341",0.720710468814227,0.685806763031952,0.275850690331057,0.627090755339753,"0"
"342",0.45362698223828,0.76761871976112,0.340653068257695,0.294317902834229,"0"
"343",0.679198667330117,0.514424857902989,0.359655028324036,0.730865544613874,"0"
"349",0.639214243991087,0.579094246146823,0.357529110216038,0.690018822117352,"0"
"353",0.518945113904334,0.409197483975498,0.454797423912809,0.612417141766006,"0"
"357",0.622417411245484,0.713125311041845,0.251047881620609,0.613545923238495,"0"
"359",0.621166951517643,0.752055589024386,0.251334783638831,0.432379497531302,"0"
"362",0.651156350734483,0.582578663184245,0.36014224481444,0.680072015057694,"0"
"366",0.673443956471886,0.548152084027136,0.378013655846813,0.719154914209335,"0"
"367",0.656958656945676,0.651382428988913,0.290645529541,0.665256935541068,"0"
"372",0.684390887653333,0.420858606457696,0.410637775432399,0.665398074142775,"0"
"374",0.587365597213509,0.708385875239011,0.276184117000883,0.62511579693936,"0"
"378",0.418501611751725,0.77087189004928,0.405233161737782,0.382083526555553,"0"
"384",0.669627674534323,0.737004344295726,0.232045146143408,0.417425461687444,"0"
"385",0.528402310538044,0.742161371315674,0.296735089495337,0.43922638369841,"0"
"393",0.542230491313848,0.634146688269653,0.37996252180843,0.657214326631932,"0"
"405",0.521134500140623,0.525157625717033,0.356201348353329,0.642117897378543,"0"
"407",0.51109750557082,0.687618570086848,0.364394856441295,0.484093946916173,"0"
"408",0.502017393938083,0.648362750564085,0.365035862752278,0.604659156005347,"0"
"410",0.532520606624408,0.668665317103653,0.345658345359381,0.643810796802968,"0"
"427",0.438837808017654,0.752612377313871,0.408554504921705,0.442821680896915,"0"
"439",0.68004240313264,0.636748775477368,0.28572942468822,0.667796666575739,"0"
"442",0.542265106116003,0.739186595172256,0.298086889094708,0.447688152977441,"0"
"450",0.675239599333665,0.435353062896871,0.41849785685054,0.725644452931067,"0"
"451",0.664457088462454,0.420348965563692,0.448906886079221,0.740107477017922,"0"
"458",0.532485991822253,0.579464689968456,0.447599026428587,0.701659074170054,"0"
"459",0.694424853427947,0.440231695772076,0.41526439356409,0.735873864535312,"0"
"481",0.545690240789218,0.496399286053726,0.522477868481703,0.629489620557026,"0"
"484",0.546579841204595,0.670661223512331,0.369709005535572,0.532344035571074,"0"
"493",0.425039482508708,0.752381130564609,0.408200400628944,0.497776807878011,"0"
"497",0.650758280509703,0.417282139743384,0.449503952441467,0.724727897651327,"0"
"498",0.502623888540337,0.473216911695922,0.555699054429535,0.70758504050847,"0"
"501",0.671907924626268,0.592427978611547,0.354827061839016,0.685574620147849,"0"
"507",0.595262098955066,0.695703225854734,0.337220427768325,0.487831091955591,"0"
"517",0.400930272807909,0.792240885772338,0.412785663514765,0.350544204697346,"0"
"522",0.53990264586894,0.714797921024371,0.281079544230728,0.438238904498213,"0"
"535",0.713592800121152,0.68343816768757,0.273328020332996,0.599716304318176,"0"
"547",0.567470739675054,0.706574068184114,0.278929071445495,0.630759704301809,"0"
"551",0.676559288665816,0.532496903613511,0.356266741335861,0.72099075261191,"0"
"552",0.657612011336348,0.719395914640763,0.242763908932302,0.598379661201888,"0"
"557",0.572515847089112,0.687200978869735,0.335160781441833,0.548007310619493,"0"
"561",0.679704908811631,0.76009309739679,0.223983457901652,0.407757985760659,"0"
"569",0.692637864266707,0.583972879022028,0.358237577271846,0.701800376442347,"0"
"577",0.518739155831512,0.73523743952224,0.305660068494626,0.441130418178346,"0"
"578",0.673283863011921,0.401671861611169,0.424390979386995,0.63703810796803,"0"
"586",0.692477770806741,0.390149936201342,0.436924203588429,0.627937477836275,"0"
"595",0.729835796032278,0.588061231744416,0.304222973700648,0.721623612209826,"0"
"604",0.667542132704498,0.571660673459384,0.353719775130851,0.685009956627295,"0"
"615",0.613257469225277,0.662810059607779,0.3358694811209,0.690865544613874,"0"
"616",0.495779157562253,0.716237039143564,0.240882245245224,0.294814370277422,"0"
"625",0.706167925058953,0.680744030802965,0.273969026643979,0.598799749038435,"0"
"629",0.657226921662376,0.525388872466295,0.38038382837573,0.701518317466379,"0"
"633",0.664539298617572,0.420580212312954,0.446802937945592,0.729523445811397,"0"
"641",0.684979339289964,0.499233293544923,0.342690589527646,0.681553233857989,"0"
"645",0.63594747203773,0.451010488424566,0.396551144807978,0.682893695954609,"0"
"651",0.513823853925535,0.721068524623289,0.334186322613996,0.564941760549933,"0"
"658",0.492672479068862,0.693053991251539,0.255630559803563,0.528465042690744,"0"
"663",0.63336434242693,0.706666117861005,0.242652766709027,0.591325458959601,"0"
"669",0.529390130454536,0.508664097258342,0.368734572554763,0.63569764587141,"0"
"673",0.604928282456786,0.450220208271749,0.418123074934844,0.661659074170054,"0"
"681",0.65382601735067,0.57547063203703,0.363177461391001,0.696156469079899,"0"
"691",0.757904073729529,0.630244680015117,0.274501475434553,0.66299942715295,"0"
"696",0.526149752287822,0.738769003955143,0.308275787795895,0.447268065140893,"0"
"711",0.608597451485191,0.545644291610383,0.414977491545868,0.705468779835784,"0"
"712",0.579369577915756,0.408871942435275,0.549141663256295,0.56776235030961,"0"
"715",0.61529108885187,0.584668864383885,0.389153725203007,0.680989115906053,"0"
"735",0.625684183198841,0.556840675479987,0.384149740452754,0.687267519572274,"0"
"746",0.537470956017567,0.577235291696446,0.412010252654705,0.662646717040836,"0"
"754",0.641174307163101,0.39312471234476,0.507197105132789,0.697708611800649,"0"
"756",0.708556346407633,0.555819148577907,0.329646111099145,0.733898906134919,"0"
"757",0.678324643575709,0.737049246577137,0.23488056518836,0.444163779699392,"0"
"763",0.444250697704606,0.583739387158696,0.300632821418571,0.557532938705366,"1"
"768",0.406031629275469,0.50234591969227,0.371128007409482,0.741449575820399,"1"
"770",0.466015187244445,0.581045250274091,0.289539276713981,0.505682097165771,"1"
"778",0.4258875451615,0.571009590378938,0.317952656859155,0.537990670776617,"1"
"779",0.471184907946261,0.467085505169375,0.398722295216146,0.728115878774653,"1"
"789",0.484163728014192,0.411568324433951,0.388068149998923,0.707373359884339,"1"
"797",0.575696082037081,0.60464588938323,0.209920089603033,0.521127144766633,"1"
"808",0.318940787054064,0.584251273166771,0.356598875654253,0.611923402165907,"1"
"819",0.515256041364689,0.542299071645332,0.299947875158852,0.634428107695245,"1"
"822",0.330878566947191,0.322601189162086,0.65854696620501,0.587937477836275,"1"
"833",0.438846461718192,0.360184398702324,0.485227130764426,0.660530292697564,"1"
"838",0.232910023148649,0.658860903957762,0.350220604389687,0.283881175154805,"1"
"842",0.336568375051381,0.220812207433573,0.667360802981024,0.495310837720614,"1"
"844",0.481922419574671,0.50364673878472,0.32484037305878,0.689243023541286,"1"
"846",0.33670683426,0.619187493217885,0.312770327611088,0.389208652718296,"1"
"848",0.397291391731389,0.345225203650556,0.513397807310401,0.634145503150659,"1"
"850",0.478318153300305,0.419372340943023,0.384372024899304,0.699189830600944,"1"
"856",0.42343422105878,0.361347367790845,0.461951881448295,0.665186393518645,"1"
"868",0.223092399887502,0.70610932957152,0.342624162663967,0.451572601543959,"1"
"871",0.420660710036129,0.517676905634114,0.303292480668577,0.621376469625467,"1"
"874",0.408761871795427,0.542159874572961,0.317842031576453,0.602400501923129,"1"
"878",0.283097159422798,0.389965836847561,0.605041032158012,0.60846722496522,"1"
"880",0.480091296540683,0.54104405287992,0.29979279298684,0.605008319921438,"1"
"887",0.433247517469658,0.318420786762807,0.572153272880005,0.733898906134919,"1"
"893",0.513973995629881,0.493611752423788,0.359300665560988,0.682540713058185,"1"
"905",0.526432728295437,0.523902157928807,0.306148577336464,0.688184620420633,"1"
"906",0.536945243709841,0.590847418305912,0.22278932517716,0.440421178973785,"1"
"910",0.429751422452026,0.300812357107844,0.536143192538824,0.572699746310592,"1"
"923",0.443372347099929,0.458628160465786,0.375865767764447,0.700177855369759,"1"
"929",0.238444064643143,0.687248126265215,0.352568031533375,0.488256635478327,"1"
"936",0.424879389048742,0.537375536488716,0.343665022508454,0.607834365367304,"1"
"940",0.415875213638232,0.595400509640894,0.316070217761217,0.600141847840912,"1"
"942",0.429937477013608,0.355633552481412,0.567945376612747,0.703493275866772,"1"
"947",0.504645514137983,0.512334207680535,0.331550778641739,0.666808990970839,"1"
"952",0.431421586655994,0.571752723136275,0.280192991147393,0.561199159824327,"1"
"954",0.500712026480324,0.518048472012782,0.328140263208909,0.658837393273139,"1"
"960",0.22787356943513,0.653984516196627,0.36463781851078,0.305327477563491,"1"
"968",0.3395582285875,0.624622914382575,0.319813125982726,0.370086472626095,"1"
"969",0.420089565800575,0.513867396079283,0.36886897710384,0.646138738099785,"1"
"979",0.537540185621877,0.515772150856698,0.293966872724923,0.712100166398429,"1"
"989",0.345399476451117,0.581602038563576,0.31870583927456,0.48084781363376,"1"
"993",0.440745948986435,0.512427155403054,0.306590561526698,0.639859788864945,"1"
"994",0.484515933626117,0.561719308355192,0.259574816378401,0.609454704165416,"1"
"1006",0.379265733509292,0.495655928784982,0.403948564412949,0.741520499740855,"1"
"1012",0.424727949289315,0.516190191096626,0.356621104098908,0.743773698136883,"1"
"1013",0.406581139259676,0.583229746264692,0.278311327460314,0.531923947734526,"1"
"1020",0.469342102416546,0.585133602996479,0.241812738277296,0.477814452112715,"1"
"1027",0.509809402245635,0.518001998151523,0.311242251276197,0.689736763141384,"1"
"1029",0.386733877074184,0.597259464091271,0.323910138496995,0.467934204424562,"1"
"1037",0.401298055080804,0.491614049923853,0.414535507355634,0.707938023404894,"1"
"1039",0.474038033013868,0.384388973496428,0.441266504404765,0.715627813088191,"1"
"1043",0.281171711052939,0.689803066077449,0.337774096969436,0.420949834965493,"1"
"1056",0.478630119204725,0.547920837277874,0.281056281904926,0.624339452794675,"1"
"1060",0.364922224866409,0.347270502568785,0.637574687143257,0.614745083062822,"1"
"1064",0.417878545312939,0.358372591647427,0.569671958127814,0.671817834638152,"1"
"1066",0.348882590917941,0.362416042088405,0.608628599737222,0.639648108240814,"1"
"1079",0.488686151915713,0.3845281705688,0.460046955435415,0.750762432144903,"1"
"1080",0.509947861454255,0.514238962457951,0.3243973549874,0.719296216481628,"1"
"1083",0.44435886896134,0.561160274951637,0.325128308958149,0.585045964156142,"1"
"1088",0.527114207212859,0.515028793587954,0.314896504189373,0.718801931312911,"1"
"1090",0.375670120935465,0.603485165408779,0.32138540073664,0.45008865490057,"1"
"1094",0.536905004002337,0.424529367962971,0.378323820190837,0.752311847022559,"1"
"1095",0.592003980702248,0.5495934472604,0.260171882740647,0.677814452112715,"1"
"1102",0.599645198277914,0.611381231594742,0.208015163590152,0.51767369540904,"1"
"1107",0.499210349825844,0.483391768663446,0.312039632110625,0.69792029242478,"1"
"1113",0.325444043008892,0.571521476387013,0.354273418484933,0.627090755339753,"1"
"1128",0.402461977803258,0.506852312654586,0.386607792879144,0.728328650536021,"1"
"1130",0.486982238279644,0.505737164495766,0.338194886596162,0.661517935568346,"1"
"1143",0.220111200051922,0.661927729778071,0.35872479376225,0.255309746583377,"1"
"1145",0.444146853298142,0.466200930225597,0.401645594158572,0.699049073897269,"1"
"1146",0.404227332713151,0.299743682810284,0.57527559394318,0.622787855642543,"1"
"1159",0.361036713324535,0.508617645848223,0.413183707756263,0.641835292833956,"1"
"1166",0.340051489518205,0.563717459877941,0.35422922006591,0.607054202242287,"1"
"1175",0.366021244834823,0.506016007663323,0.361847631765998,0.668854851468944,"1"
"1179",0.414901672327629,0.537885177382721,0.320034635018416,0.597392182001691,"1"
"1186",0.406840750275837,0.402740535908729,0.50073017855989,0.672452603726234,"1"
"1187",0.321069597386582,0.215933574558367,0.778913994012105,0.513511006846886,"1"
"1194",0.342128377647492,0.32306592777468,0.602937084024383,0.6871267628686,"1"
"1196",0.419354001254787,0.573937219126875,0.276959527860943,0.536932267655964,"1"
"1204",0.213127663717197,0.666108132177349,0.354162793202231,0.252347308982787,"1"
"1211",0.505783397875517,0.585551194213593,0.222057854265837,0.433650672413323,"1"
"1217",0.53068385868507,0.531660598622248,0.279440842613135,0.671676750593306,"1"
"1223",0.517716721112866,0.513124038810539,0.29128912055485,0.693052729207016,"1"
"1232",0.471017458840837,0.585598341609073,0.246529821009326,0.472309664748084,"1"
"1242",0.406001341323584,0.489988138313994,0.406895125681177,0.668784309446521,"1"
"1243",0.348705190056898,0.375098691472683,0.597467852758093,0.621164789001337,"1"
"1244",0.285433658568245,0.392752023409056,0.606126607362095,0.619048528328651,"1"
"1247",0.398429353352227,0.406920938308007,0.503431193055765,0.663281649799504,"1"
"1258",0.422603465807066,0.587966936953455,0.29051370969479,0.456368149704029,"1"
"1262",0.421989053068819,0.370916043959334,0.48152842096194,0.692841048582886,"1"
"1269",0.334175626852433,0.220069074676236,0.674184418549551,0.48564336179383,"1"
"1274",0.402262942690868,0.499418964478554,0.380363150752795,0.642893695954609,"1"
"1277",0.465842113233672,0.408501498613642,0.393516703642277,0.694040208407213,"1"
"1300",0.457962486208165,0.558605335139403,0.269784392702522,0.596753866717586,"1"
"1303",0.393397226488977,0.487758066507763,0.406605638960088,0.657285250552388,"1"
"1314",0.439460874456439,0.344899662110332,0.540772395373382,0.733407894377915,"1"
"1316",0.377067693572464,0.323483518991794,0.601939388717772,0.729807141493221,"1"
"1333",0.543818878047725,0.584900111133147,0.220351950373705,0.464693526828337,"1"
"1336",0.436851783744024,0.346572272092858,0.506023650031232,0.659401511225074,"1"
"1340",0.571827877896286,0.594565327206667,0.209609925259009,0.461867481382471,"1"
"1351",0.495230512948099,0.459743982158827,0.334164171710427,0.697144493848714,"1"
"1355",0.357917054280337,0.584576814706994,0.318019083722834,0.474142775307564,"1"
"1361",0.493994331826147,0.552705175362118,0.272795571542421,0.62243487274612,"1"
"1362",0.436631114380287,0.533100839298477,0.318218622784156,0.620600671049401,"1"
"1367",0.400424031326396,0.593263161045774,0.326235595666315,0.595695463596934,"1"
"1368",0.522274192501569,0.539512885083836,0.29914920197299,0.635838948143703,"1"
"1369",0.444614153127231,0.399720857483901,0.504051521743813,0.685009956627295,"1"
